f,214,1051,351,Fuerteventura,Berlin,Germany,Germany,Spain,E,E,3,3,3,3,f,f,f,2,t,f,f,f,f,3,5,f,f,t,f,f,f,f,t,f,f,f,t,f,f,f
f,1317,193,534,Toronto,Glasgow,Canada,UnitedKingdom,Canada,E,A,2,3,3,2,f,f,f,2,f,f,f,f,f,4,5,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,2660,6407,3375,Korla,Zhengzhou,China,China,China,U,U,5,5,5,4,f,f,f,2,t,f,f,f,f,4,3,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,3320,340,1561,Frankfurt,Naples,Germany,Italy,Germany,E,E,3,3,3,3,f,f,f,1,f,t,f,f,f,5,4,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f
f,32,1074,1157,Casablanca,Tripoli,Libya,Libya,Morocco,N,N,3,4,3,3,f,f,f,2,f,t,f,f,f,3,3,f,f,t,t,f,f,f,f,f,f,f,t,f,f,f
t,2009,3536,1840,SaltLakeCity,SanJoseDelCabo,UnitedStates,Mexico,UnitedStates,S,A,1,1,1,1,f,f,f,3,f,f,t,f,f,4,3,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,4435,3885,1107,Bangkok,AddisAbaba,Singapore,Ethiopia,Thailand,U,U,5,4,4,4,f,f,f,2,f,f,f,f,f,2,2,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,2990,2387,2359,Ishigaki,Tokyo,Japan,Japan,Japan,U,U,5,5,5,5,f,f,f,3,f,f,f,f,f,3,3,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,1767,3376,2276,Wuhan,Taipei,China,Taiwan,China,U,U,5,5,5,5,f,f,f,3,t,f,f,f,f,3,3,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,218,3043,3144,Kolkata,Madras,India,India,India,N,N,4,4,4,4,f,f,f,3,f,t,f,f,f,3,2,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
t,5265,3830,4037,Chicago,Bloomington,UnitedStates,UnitedStates,UnitedStates,A,A,1,1,2,2,f,f,f,2,f,f,f,t,f,4,4,t,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,3000,302,193,Brussels,Toronto,India,Canada,Belgium,A,E,3,2,2,3,f,f,f,2,f,f,f,f,f,5,4,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,2009,3645,3670,Detroit,Dallas-FortWorth,UnitedStates,UnitedStates,UnitedStates,A,A,2,1,1,2,f,f,f,3,f,t,f,f,t,4,3,f,f,t,t,f,f,f,f,f,f,f,t,f,f,f
f,2009,3942,2246,Nagoya,Agana,UnitedStates,Guam,Japan,U,U,5,5,5,5,f,f,f,3,f,f,f,f,f,3,2,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,24,3829,3670,Lubbock,Dallas-FortWorth,UnitedStates,UnitedStates,UnitedStates,A,A,1,1,1,1,f,f,f,2,f,f,f,f,f,3,3,f,t,t,f,f,f,f,f,f,f,f,t,f,t,f
f,2954,1590,1594,Tel-aviv,Elat,Israel,Israel,Israel,U,U,4,4,4,4,f,f,f,1,f,t,f,f,f,3,3,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,24,3670,3867,Dallas-FortWorth,SantaAna,UnitedStates,UnitedStates,UnitedStates,A,A,1,1,1,1,f,f,f,2,t,f,f,f,f,3,3,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,8745,1418,286,Nantes,Monastir,France,Tunisia,France,E,E,3,3,3,3,f,f,f,2,f,f,f,f,f,4,3,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t
t,3000,3039,6173,Aizwal,Guwahati,India,India,India,N,N,4,4,4,4,f,f,f,2,f,f,f,f,f,3,3,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,4329,2927,3077,Khabarovsk,HongKong,Russia,HongKong,Russia,U,N,5,5,5,5,f,f,f,2,f,t,f,f,f,4,3,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,4947,3174,3931,Krabi,ChiangMai,Thailand,Thailand,Thailand,U,U,5,5,4,4,f,f,f,2,f,t,f,f,f,2,2,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
t,5209,3751,4216,Denver,Missoula,UnitedStates,UnitedStates,UnitedStates,A,A,1,1,1,1,t,f,f,2,f,f,f,f,f,4,4,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,576,3298,3303,KotaBahru,JohorBahru,Malaysia,Malaysia,Malaysia,N,N,5,5,4,4,f,f,f,1,f,t,f,f,f,2,2,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
t,5209,1165,4059,Kigali,Nairobi,UnitedStates,Kenya,Rwanda,N,U,4,4,4,4,f,f,f,2,f,f,f,f,f,1,1,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,24,3748,3670,SanJose,Dallas-FortWorth,UnitedStates,UnitedStates,UnitedStates,A,A,1,1,1,1,f,f,f,2,f,f,f,f,f,3,3,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,220,478,1056,Manchester,Tenerife,Reunion,Spain,UnitedKingdom,E,E,3,3,3,3,f,f,f,2,f,t,f,f,f,5,3,f,f,t,f,f,f,f,t,f,f,f,t,f,f,f
f,2660,4149,3374,Xuzhou,Shenzhen,China,China,China,U,U,5,5,5,5,f,f,f,2,t,f,f,f,f,3,3,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,1767,3388,3379,Nanjing,Xian,China,China,China,U,U,5,5,5,5,f,f,f,3,f,t,f,f,f,3,3,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
t,879,1961,5875,Nausori,Matei,Fiji,Fiji,Fiji,U,U,5,5,1,5,f,f,f,2,f,f,f,f,f,1,1,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
t,5209,156,3577,Vancouver,Seattle,UnitedStates,UnitedStates,Canada,A,A,1,1,1,1,f,f,f,2,f,f,f,f,f,4,4,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,4296,1251,1246,Santander,Valencia,Ireland,Spain,Spain,E,E,3,3,3,3,f,f,f,1,t,f,f,f,f,4,4,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
t,3000,2994,3093,Ahmedabad,Delhi,India,India,India,N,N,4,4,4,4,f,f,f,2,t,f,f,f,f,3,3,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,5209,2246,2254,Agana,Chuuk,UnitedStates,Micronesia,Guam,U,U,5,5,5,5,f,f,f,2,t,f,f,f,f,2,2,f,t,t,f,f,f,f,f,f,f,t,t,f,f,f
f,5281,2983,2939,Tashkent,Kiev,Uzbekistan,Ukraine,Uzbekistan,E,U,4,4,4,4,f,f,f,2,f,f,f,f,f,4,5,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,1886,6072,2850,ElVigía,Porlamar,Venezuela,Venezuela,Venezuela,U,U,2,2,2,2,f,f,f,1,f,f,f,f,f,2,2,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f
f,751,3364,3316,Beijing,Singapore,China,Singapore,China,N,U,5,5,4,5,f,f,f,2,f,f,f,f,f,4,2,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,753,6325,6258,StGeorge,Cunnamulla,Peru,Australia,Australia,O,O,5,5,5,5,f,f,f,3,f,f,f,f,f,1,1,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f
f,5484,3885,3385,Bangkok,Fuzhou,China,China,Thailand,U,U,5,5,5,4,f,f,f,2,t,f,f,f,f,2,3,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,324,3992,2288,Osaka,Hakodate,Japan,Japan,Japan,U,U,5,5,5,5,f,f,f,3,f,f,f,f,f,3,4,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,214,345,1055,Duesseldorf,LasPalmas,Germany,Spain,Germany,E,E,3,3,3,3,f,f,f,2,f,f,f,f,f,5,3,f,f,t,f,f,f,f,t,f,f,f,t,f,f,f
f,137,1382,1538,Paris,Bologna,France,Italy,France,E,E,3,3,3,3,f,f,f,2,f,f,f,f,f,4,4,f,f,t,f,f,t,f,f,f,f,f,t,f,f,f
f,35,4167,4028,Sanford,Rockford,UnitedStates,UnitedStates,UnitedStates,A,A,2,1,2,2,f,f,f,2,f,t,f,f,f,3,4,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,4296,535,669,Edinburgh,Krakow,Ireland,Poland,UnitedKingdom,E,E,3,3,3,3,f,f,f,1,t,f,f,f,f,5,5,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,4305,897,970,Douala,Libreville,SouthAfrica,Gabon,Cameroon,N,N,3,3,3,3,f,f,f,3,f,t,f,f,f,2,2,f,f,t,t,f,f,f,f,f,f,f,t,f,f,f
f,4867,2526,2551,Belem,Manaus,Brazil,Brazil,Brazil,S,S,2,2,2,2,f,f,f,3,f,t,f,f,f,1,1,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,1946,1587,3964,Prague,Yerevan,CzechRepublic,Armenia,CzechRepublic,E,E,3,4,4,3,f,f,f,2,f,f,f,f,f,5,4,f,t,t,t,f,f,f,f,f,f,f,t,f,f,f
t,4547,3682,3717,Atlanta,Milwaukee,UnitedStates,UnitedStates,UnitedStates,A,A,2,1,2,2,f,f,f,2,f,f,f,f,f,3,4,f,t,t,f,f,f,f,f,f,f,t,t,f,f,f
f,2638,2057,2188,Bahrain,Dubai,Bahrain,UnitedArabEmirates,Bahrain,U,U,4,4,4,4,f,f,f,3,f,t,f,f,f,3,3,f,f,t,f,f,f,f,t,f,f,f,t,f,f,f
f,1548,679,1194,Warsaw,Sofia,Bulgaria,Bulgaria,Poland,E,E,3,4,3,3,f,f,f,2,f,f,f,f,f,5,4,f,f,t,f,f,f,t,f,f,f,f,t,f,f,f
f,3926,1694,4317,Sivas,Istanbul,Turkey,Turkey,Turkey,E,E,4,4,3,4,f,f,f,2,t,t,f,f,f,4,4,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,2660,3371,3386,Changcha,Hangzhou,China,China,China,U,U,5,5,5,5,f,f,f,2,t,f,f,f,f,3,3,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,3320,210,340,Algier,Frankfurt,Germany,Germany,Algeria,E,N,3,3,3,3,f,f,f,1,f,f,f,f,f,3,5,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f
f,2660,4120,3375,Haikou,Zhengzhou,China,China,China,U,U,5,5,5,5,f,f,f,2,t,f,f,f,f,2,3,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,1886,2851,2870,Caracas,Valera,Venezuela,Venezuela,Venezuela,U,U,2,2,2,2,f,f,f,1,f,f,f,f,f,2,2,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f
f,5461,1737,344,Skopje,Cologne,Hungary,Germany,Macedonia,E,E,3,3,3,3,f,f,f,2,f,t,f,f,f,4,5,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,4475,2422,2397,Tacloban,Manila,Philippines,Philippines,Philippines,N,N,5,5,5,5,f,f,f,4,f,t,f,f,f,2,2,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
t,24,3361,3999,Sydney,Darwin,UnitedStates,Australia,Australia,N,O,5,5,5,5,f,f,f,2,f,f,f,f,f,1,1,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,2439,1418,1230,Nantes,Malaga,Taiwan,Spain,France,E,E,3,3,3,3,f,f,f,2,f,t,f,f,f,4,3,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,24,3876,3862,Charlotte,Portland,UnitedStates,UnitedStates,UnitedStates,A,A,2,2,2,2,f,f,f,2,f,f,f,f,f,3,4,f,t,t,t,f,f,f,f,f,f,f,t,f,f,f
t,241,3081,3093,Amritsar,Delhi,India,India,India,N,N,4,4,4,4,f,f,f,2,t,f,f,f,f,3,3,f,f,t,f,f,f,f,f,f,f,f,t,f,f,t
f,5209,3720,3494,Portland,Newark,UnitedStates,UnitedStates,UnitedStates,A,A,1,2,2,1,f,f,f,2,t,f,f,f,f,4,4,f,t,t,t,f,f,f,f,f,f,f,t,f,f,f
t,596,1555,3024,Rome,Colombo,Italy,SriLanka,Italy,U,E,3,4,4,3,f,f,f,1,f,f,f,f,f,4,2,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f
f,1946,737,1587,Stockholm,Prague,CzechRepublic,CzechRepublic,Sweden,E,E,3,3,3,3,f,f,f,2,f,f,f,f,f,5,5,f,t,t,t,f,f,f,f,f,f,f,t,f,f,f
f,2297,1665,1399,Geneva,Lille,UnitedKingdom,France,Switzerland,E,E,3,3,3,3,f,f,f,1,f,t,f,f,f,4,5,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f
f,690,6431,6432,Lanzhou,Jiayuguan,UnitedKingdom,China,China,N,N,5,5,4,4,f,f,t,2,f,f,f,f,f,3,4,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,2009,3797,3682,NewYork,Atlanta,UnitedStates,UnitedStates,UnitedStates,A,A,2,2,2,2,f,f,f,3,t,f,f,f,t,4,3,f,f,t,t,f,f,f,f,f,f,f,t,f,f,f
f,1663,1779,3533,Kingston,FortLauderdale,TrinidadandTobago,UnitedStates,Jamaica,A,U,2,2,2,2,f,f,f,2,t,f,f,f,f,2,3,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,24,3752,3731,Philadelphia,SanDiego,UnitedStates,UnitedStates,UnitedStates,A,A,2,1,1,2,f,f,f,2,f,t,f,f,f,4,3,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,4248,1074,580,Casablanca,Amsterdam,Morocco,Netherlands,Morocco,E,N,3,3,3,3,f,f,f,3,t,f,f,f,f,3,5,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,4869,421,1638,Helsinki,Lisbon,Portugal,Portugal,Finland,E,E,4,3,3,3,f,f,f,2,f,t,f,f,f,5,4,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f
f,4296,1367,5673,Beauvais,ElAroui,Ireland,Morocco,France,N,E,3,3,3,3,f,f,f,1,t,f,f,f,f,4,3,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
t,2822,2179,507,AbuDhabi,London,Spain,UnitedKingdom,UnitedArabEmirates,E,U,4,3,3,4,f,f,f,2,f,f,f,f,f,3,5,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,214,1520,344,Olbia,Cologne,Germany,Germany,Italy,E,E,3,3,3,3,f,f,f,2,t,f,f,f,f,4,5,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
t,5265,3497,3670,GardenCity,Dallas-FortWorth,UnitedStates,UnitedStates,UnitedStates,A,A,1,1,1,1,f,f,f,2,f,f,f,t,f,3,3,t,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,596,1555,1074,Rome,Casablanca,Italy,Morocco,Italy,N,E,3,3,3,3,f,f,f,1,f,t,f,f,f,4,3,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f
t,24,507,1230,London,Malaga,UnitedStates,Spain,UnitedKingdom,E,E,3,3,3,3,f,f,f,2,f,t,f,f,f,5,3,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,751,3077,3376,HongKong,Wuhan,China,China,HongKong,U,U,5,5,5,5,f,f,f,2,f,t,f,f,f,3,3,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,4867,2618,2638,SaoPaulo,Vitoria,Brazil,Brazil,Brazil,S,S,2,2,2,2,f,f,f,3,f,t,f,f,f,1,1,f,t,t,t,f,f,f,f,f,f,f,t,f,f,f
t,1316,3502,3673,Dallas,Austin,UnitedStates,UnitedStates,UnitedStates,A,A,1,1,1,1,f,f,f,2,f,f,f,f,f,3,3,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,5439,5585,644,Sandane,Oslo,Norway,Norway,Norway,E,E,3,3,3,3,f,f,f,1,f,f,f,f,f,5,5,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f
f,4296,1054,1562,GranCanaria,Pisa,Ireland,Italy,Spain,E,E,3,3,3,3,f,f,f,1,t,f,f,f,f,3,4,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,2548,342,3998,Hamburg,PalmadeMallorca,Germany,Spain,Germany,E,E,3,3,3,3,f,f,f,1,f,f,f,f,f,5,4,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f
f,5265,3576,2890,Miami,SanJuan,UnitedStates,PuertoRico,UnitedStates,U,A,2,2,2,2,f,f,f,2,t,f,f,f,f,3,2,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,1767,3389,3374,Hefei,Shenzhen,China,China,China,U,U,5,5,5,5,f,f,f,3,f,t,f,f,f,3,3,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
t,5209,3698,3878,Tallahassee,Orlando,UnitedStates,UnitedStates,UnitedStates,A,A,2,2,2,2,f,f,f,2,f,f,f,f,f,3,3,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
t,5209,3714,4015,Washington,CharlottesvilleVA,UnitedStates,UnitedStates,UnitedStates,A,A,2,2,2,2,f,f,f,2,f,f,f,f,f,4,4,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f
f,1868,1452,352,Heraklion,Hannover,Germany,Germany,Greece,E,E,4,3,3,3,f,f,f,2,f,f,f,f,f,3,5,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f
f,35,4017,3617,LexingtonKY,St.Petersburg,UnitedStates,UnitedStates,UnitedStates,A,A,2,2,2,2,f,f,f,2,f,t,f,f,f,4,3,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,1623,54,155,Inuvik,NormanWells,Canada,Canada,Canada,A,A,1,1,1,1,f,f,f,2,f,f,f,f,f,5,5,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f
f,10122,6147,2960,Khudzhand,Krasnodar,Austria,Russia,Tajikistan,N,U,4,4,4,4,f,f,f,2,f,f,f,f,f,4,4,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f
f,2193,4108,4380,Jinan,Changchun,Ecuador,China,China,U,U,5,5,5,5,f,f,f,4,f,f,f,f,f,3,4,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f
f,4089,3361,3320,Sydney,Brisbane,Australia,Australia,Australia,N,O,5,5,5,5,f,f,f,1,f,f,f,f,f,1,1,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t
f,3764,2548,2607,Cuiaba,PortoVelho,Brazil,Brazil,Brazil,S,S,2,2,2,2,f,f,f,1,f,f,f,f,f,1,1,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,5265,3484,3448,LosAngeles,Boston,UnitedStates,UnitedStates,UnitedStates,A,A,1,2,2,1,f,f,f,2,t,f,f,f,f,3,4,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,2056,3390,3077,Qingdao,HongKong,DRAGON,HongKong,China,U,U,5,5,5,5,f,f,f,1,f,t,f,f,f,3,3,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,13983,2554,2599,FozDoIguacu,PortoAlegre,Brazil,Brazil,Brazil,S,S,2,2,2,2,f,f,f,1,f,f,f,f,f,1,1,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f
t,412,8914,2442,RioHondo,BuenosAires,Argentina,Argentina,Argentina,N,S,2,2,2,2,f,f,f,2,f,f,f,f,f,1,1,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f
f,3029,3626,3448,Raleigh-durham,Boston,UnitedStates,UnitedStates,UnitedStates,A,A,2,2,2,2,f,f,f,2,f,f,f,f,f,3,4,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f
f,151,1323,1418,Figari,Nantes,Senegal,France,France,E,E,3,3,3,3,f,f,f,3,f,f,f,f,f,4,4,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f
