459422,139845,0,2,1,3,2,0,2,219,3,45,1,5,3,3,5,2013,1,5,10,5,219,5331,1,1,2,1,1,0,0
528450,31135,1,2,4,4,3,0,1,219,4,40,1,5,4,5,5,2013,5,20,12,5,219,7384,2,3,4,4,3,1,0
16360,32114,0,3,2,5,4,0,4,219,4,45,1,5,5,5,5,2012,11,46,4,5,219,17713,2,2,2,2,1,0,1
316754,31437,0,2,2,2,1,0,4,219,2,25,0,5,3,2,3,2013,3,10,6,5,219,26458,3,5,2,1,1,1,1
504034,77507,1,2,2,5,4,0,4,219,4,50,0,5,4,5,5,2013,5,18,7,5,219,23666,1,5,2,1,1,1,0
142364,16482,1,2,5,3,2,0,2,219,3,45,1,3,2,2,3,2013,2,6,7,5,219,6615,2,1,2,1,1,1,0
210790,85321,0,4,4,4,1,0,2,219,3,45,1,5,4,4,5,2012,11,46,11,5,219,26067,1,2,1,1,1,0,0
153291,136972,1,2,1,3,1,1,1,219,2,30,0,5,3,3,5,2013,4,17,6,14,100,13415,1,2,2,1,1,1,0
93506,5322,0,5,5,5,4,0,3,219,4,40,1,5,4,4,5,2013,4,17,5,5,219,9402,2,1,1,2,1,0,0
274430,5322,0,5,5,5,3,0,2,219,4,40,1,5,4,4,5,2013,2,6,8,5,219,9402,1,1,2,1,1,1,0
273932,29799,0,2,2,4,4,0,3,219,4,40,0,4,4,4,4,2013,2,6,4,14,100,26523,1,4,2,1,1,1,0
245276,72857,0,1,2,1,4,0,4,219,3,45,1,3,4,4,3,2013,6,23,9,5,219,2715,4,3,1,2,1,0,1
99489,90382,0,1,2,1,1,0,3,219,2,25,1,1,1,1,1,2013,6,24,10,5,219,10794,1,1,2,1,1,1,0
90325,91336,0,3,2,4,3,1,1,219,3,35,0,5,4,5,5,2012,11,48,7,5,219,16570,3,1,2,1,1,1,1
154098,18107,0,4,3,4,4,0,3,219,4,45,1,5,4,4,5,2012,12,53,8,5,219,13216,2,1,2,1,1,0,1
308556,97121,0,2,3,2,1,0,4,219,2,30,0,5,2,3,5,2013,5,20,11,5,219,26531,1,5,2,1,1,0,0
176191,116308,0,3,3,3,2,0,3,219,3,40,1,5,3,4,5,2013,4,16,8,5,219,20150,1,4,2,1,1,1,1
570739,3858,0,5,4,5,4,0,2,219,4,45,0,5,4,5,5,2013,3,10,6,5,219,4562,1,1,1,1,1,1,0
31175,74487,1,2,5,2,1,0,2,219,3,30,1,4,4,4,4,2013,5,19,11,5,219,23596,2,2,2,1,1,1,0
292985,2640,0,2,3,1,4,0,5,100,3,40,1,5,4,4,5,2013,6,24,5,5,219,27402,1,3,2,2,1,1,0
531087,110346,0,5,3,4,4,0,1,219,4,40,1,5,4,4,5,2013,3,11,11,5,219,13216,1,2,2,3,1,1,0
79694,121611,0,1,3,2,1,0,2,219,2,35,1,4,3,4,4,2013,5,19,8,5,219,4171,1,2,2,1,1,1,1
371091,40649,0,2,2,2,1,1,1,219,2,25,0,5,3,4,5,2013,2,8,11,15,55,3073,4,5,1,2,1,0,0
134926,41993,0,3,1,4,4,0,4,219,4,45,0,5,4,4,5,2013,2,5,8,5,219,7499,2,4,2,1,1,0,0
83132,41488,0,3,4,3,2,0,5,219,3,40,1,5,3,4,5,2013,2,6,11,15,219,25964,1,1,1,1,1,0,0
500594,25324,0,1,2,3,1,0,1,55,4,35,0,2,1,1,1,2013,3,13,12,15,55,5577,1,5,2,1,1,1,0
595997,120608,0,3,3,2,1,0,1,219,2,40,1,5,2,2,5,2013,2,7,6,5,219,10775,1,1,2,1,1,1,0
248709,95095,1,5,3,1,5,0,3,219,5,45,1,5,4,4,5,2013,6,24,9,5,219,9402,2,3,2,1,1,0,0
442183,81752,0,5,5,2,2,0,4,219,3,35,0,5,3,4,5,2013,4,15,7,5,219,10424,3,5,2,1,1,0,1
63135,94128,1,2,2,2,2,0,1,219,3,35,1,3,2,2,3,2013,3,10,11,32,220,16475,2,3,2,1,1,0,0
255715,57259,0,3,1,1,1,1,3,219,2,20,0,5,3,3,5,2013,6,23,11,5,219,23166,1,3,4,3,2,1,0
181714,131917,1,4,4,4,2,0,2,100,4,40,1,5,4,4,5,2012,11,47,4,14,100,21871,1,3,1,1,1,1,0
541189,56448,0,1,3,2,1,0,1,219,3,45,1,5,3,3,5,2012,12,51,7,5,219,12812,1,2,4,1,2,1,0
297039,138325,1,5,1,5,4,0,3,219,5,45,1,5,4,4,5,2012,11,48,1,5,219,25556,1,2,1,2,1,1,0
538295,14565,0,3,3,2,1,0,3,219,2,35,1,5,2,2,5,2013,3,11,10,5,219,27155,2,2,2,4,1,0,0
539647,69352,0,2,3,3,2,0,2,219,3,45,1,5,3,4,5,2013,5,22,8,5,219,13539,1,1,2,1,1,1,0
527630,52263,1,4,4,5,4,0,2,219,4,45,1,5,4,5,5,2013,5,20,7,5,219,13870,3,4,2,3,1,1,1
291511,25444,0,2,4,3,3,0,4,219,4,40,1,5,3,3,5,2012,12,48,11,5,219,10948,1,1,2,1,1,0,0
501426,21317,1,2,4,4,4,0,4,219,4,40,1,5,3,4,5,2013,5,22,6,5,219,10603,1,3,1,1,1,0,1
417164,39719,0,2,3,2,1,0,2,219,2,40,1,3,4,1,3,2013,3,13,10,5,219,4552,2,3,2,1,1,1,0
471834,74276,1,5,5,4,3,1,5,219,3,35,0,5,3,4,5,2013,4,14,9,32,220,18933,3,5,2,2,1,1,1
498,88096,1,3,4,4,2,0,5,219,4,40,1,5,3,4,5,2012,12,52,6,32,220,25964,1,1,1,1,1,0,0
315138,88848,0,1,2,2,1,0,2,219,2,35,1,4,3,3,4,2013,3,13,5,5,219,15571,1,1,1,1,1,1,0
145052,49822,0,3,1,2,2,0,3,219,3,30,1,5,3,3,5,2013,4,14,8,5,219,794,2,1,1,1,1,0,0
252524,15151,0,2,1,4,2,0,3,219,3,45,1,5,3,4,5,2013,4,16,9,5,219,15846,1,2,4,1,2,1,0
406239,89073,0,2,3,4,3,0,1,219,4,40,1,5,3,4,5,2013,5,20,5,5,219,25964,1,3,1,1,1,0,0
233456,20863,0,3,4,2,1,0,1,219,2,30,1,5,2,3,5,2013,3,10,8,5,219,26458,3,1,2,1,1,1,0
72964,74277,0,2,2,2,3,0,1,219,3,45,1,4,1,1,1,2013,5,18,9,5,219,10893,4,5,2,1,1,1,1
161099,78330,0,3,2,5,3,0,2,219,3,50,1,4,4,4,3,2013,2,5,6,5,219,26531,1,1,2,1,1,0,0
444191,90879,0,5,1,4,4,0,3,100,3,40,1,5,3,3,5,2012,12,51,8,14,100,6436,1,2,4,1,1,0,0
276457,46320,0,2,2,3,1,0,5,219,2,35,1,5,2,2,5,2013,1,1,6,5,219,26928,1,2,1,1,1,0,0
523277,52289,0,3,2,5,4,0,2,219,4,40,1,5,4,4,4,2012,11,47,5,5,219,1986,1,1,1,1,1,1,0
68152,79781,0,3,2,4,4,0,4,219,4,50,1,5,3,3,4,2012,12,52,11,5,219,16570,4,4,2,2,1,0,0
288262,30320,0,3,3,3,2,0,3,219,3,45,1,5,3,3,4,2013,3,11,9,5,219,11299,2,2,2,3,1,1,0
655566,52263,1,4,4,1,4,0,3,219,4,45,1,5,4,5,5,2013,6,26,2,5,219,9899,1,3,2,3,1,1,1
594771,95788,0,3,3,3,1,0,4,219,3,45,1,5,2,3,5,2013,4,16,8,5,219,13202,1,3,2,1,1,1,0
590425,109346,1,1,2,3,1,0,1,100,3,30,0,5,3,4,5,2013,3,9,10,5,158,18825,1,4,2,2,1,0,1
114657,63470,1,3,4,3,3,1,4,219,4,40,1,5,3,4,5,2013,1,4,4,5,219,26458,1,3,2,1,1,0,0
85120,78283,0,2,2,3,3,0,5,219,3,45,1,5,4,3,5,2013,3,9,7,32,220,23246,1,5,1,1,1,0,1
433333,134875,0,3,2,1,2,0,1,219,2,35,1,4,4,4,4,2013,6,25,3,5,219,13216,3,4,2,1,1,1,1
228470,40441,1,3,2,1,3,0,2,219,4,40,1,5,4,5,5,2013,6,24,9,5,219,15307,1,3,2,4,1,0,0
436152,79712,0,4,5,3,3,0,4,219,4,45,1,4,3,3,4,2013,2,9,8,5,219,26085,1,2,2,1,1,0,0
212142,93872,0,3,4,3,3,0,4,219,3,45,1,4,3,1,2,2013,1,1,11,14,100,13893,1,5,2,1,1,1,0
122608,1278,0,2,1,1,3,0,1,219,3,45,1,5,3,3,5,2013,6,24,11,5,219,9115,1,2,2,1,1,0,0
519688,111823,0,2,2,3,2,0,2,219,3,40,1,4,3,3,4,2012,11,48,6,5,219,44,1,1,2,3,1,0,0
62270,125083,0,4,3,4,1,0,3,219,4,45,1,5,4,4,5,2012,12,51,5,5,219,8192,2,1,2,1,1,0,1
309220,113349,1,3,1,4,2,0,4,219,4,40,1,5,3,3,5,2012,11,46,8,5,219,10677,2,1,3,1,2,0,0
338168,47607,0,3,2,2,1,0,4,219,2,25,1,4,4,1,2,2013,3,11,11,5,219,8347,2,2,2,1,1,1,0
396588,107223,1,5,4,4,1,1,1,129,4,35,1,5,4,5,5,2013,2,8,12,12,23,16076,4,2,2,1,1,1,0
221053,115779,0,3,3,5,4,1,4,219,4,40,1,5,4,4,5,2013,3,10,10,14,100,8714,4,1,2,1,1,0,0
323669,22471,0,2,1,5,3,0,1,219,3,40,1,5,4,4,5,2013,3,11,6,15,55,22565,2,5,2,2,1,0,0
636632,35043,1,5,5,5,4,0,5,219,4,45,1,5,5,5,5,2012,12,49,10,14,100,20319,2,4,3,1,1,1,0
319837,21315,1,2,5,3,2,0,2,219,3,45,1,5,4,4,4,2013,3,12,2,5,219,9051,3,2,2,1,1,1,0
593274,55381,1,4,4,1,1,1,3,219,3,35,0,5,2,2,5,2013,6,23,10,5,219,23425,1,1,2,1,1,0,0
609176,53916,0,4,3,5,4,0,3,100,4,45,1,5,4,4,5,2013,5,22,6,7,100,982,4,5,2,2,1,1,0
403325,68914,0,2,3,2,1,0,1,219,2,30,1,5,2,3,5,2013,1,4,10,5,117,25964,1,2,1,1,1,1,0
271927,125042,0,1,2,2,1,0,4,219,3,35,1,5,3,4,5,2013,4,16,6,5,219,1721,1,1,2,1,1,0,0
96175,6300,1,4,3,2,1,1,2,219,2,35,0,5,3,3,5,2012,12,50,7,5,219,3073,4,2,2,1,1,1,0
623258,96780,0,5,5,4,2,1,4,219,3,40,0,5,4,4,5,2013,1,2,4,5,219,17012,2,1,2,1,1,0,0
199696,40279,1,4,5,5,3,1,3,219,5,45,1,5,4,5,5,2012,11,48,12,5,219,8192,2,2,2,1,1,0,0
40305,39160,0,3,3,1,2,0,5,219,4,40,1,5,3,4,5,2013,6,26,8,5,219,24674,1,2,1,1,1,0,0
632297,105928,0,3,3,3,2,0,4,219,3,40,1,4,3,2,3,2013,5,18,7,5,219,11299,1,1,2,3,1,1,0
478660,24525,0,3,1,3,1,0,5,219,3,35,1,5,4,4,5,2012,11,47,3,5,32,4453,1,3,1,1,1,0,0
93133,67887,0,4,4,1,4,1,5,100,5,45,1,5,4,4,5,2013,6,23,5,5,219,12454,2,4,2,1,1,0,1
362773,120238,0,2,3,5,4,0,5,219,4,40,1,5,3,3,5,2013,4,18,5,5,219,7384,1,4,2,1,1,0,0
636314,93405,1,4,3,2,1,0,5,219,3,45,1,5,4,5,5,2013,4,16,5,5,219,18547,1,4,2,2,1,0,1
386671,120081,0,3,3,4,3,0,1,219,4,45,1,5,3,4,5,2013,1,3,8,5,11,4182,2,1,1,1,1,0,0
268224,96780,0,5,5,4,4,1,2,219,3,40,0,5,4,4,5,2013,5,21,9,5,219,25556,4,3,1,1,1,0,0
429796,24545,0,4,5,4,2,0,2,219,4,40,0,5,3,4,5,2012,12,52,6,5,219,8192,1,1,2,1,1,1,0
211791,128155,1,2,3,4,3,0,4,219,4,45,1,5,4,4,5,2013,2,6,9,5,219,3602,2,3,3,1,2,1,0
203935,52263,0,4,4,5,4,0,3,219,4,45,1,5,4,5,5,2012,12,50,8,5,219,13870,3,4,1,3,1,1,0
144900,8343,1,3,2,3,1,1,1,219,3,30,1,5,2,2,4,2013,2,8,4,5,219,8347,1,3,2,3,1,1,0
245755,25831,0,5,2,5,4,0,4,100,4,45,0,5,4,4,4,2012,11,45,7,5,219,4485,2,2,1,1,1,1,0
655095,63794,0,4,3,1,1,1,3,219,2,20,0,5,2,3,5,2013,6,23,3,5,219,4182,1,1,2,1,1,0,0
100490,15634,0,4,4,3,1,0,4,219,3,35,1,5,4,1,2,2012,12,50,6,5,219,18547,1,2,2,1,1,1,1
60586,49735,0,3,1,3,2,0,1,100,3,35,1,3,2,1,2,2012,12,50,11,15,55,19146,1,1,2,2,1,0,0
92898,59657,0,4,5,5,4,0,3,219,5,45,0,5,4,4,5,2013,3,11,11,5,219,8192,1,3,2,1,1,1,0
458944,36771,0,3,3,2,1,0,1,219,3,35,1,5,2,2,4,2013,3,10,7,5,219,18547,1,4,2,1,1,1,0
410462,96031,0,4,4,4,2,0,2,219,3,40,1,5,4,5,5,2013,3,12,8,5,219,10424,1,1,2,1,1,1,0
593995,11957,0,2,1,3,1,0,2,219,2,30,1,5,2,3,5,2012,12,52,10,5,219,2964,1,4,2,1,1,1,0
447565,71667,0,2,3,4,2,0,1,219,3,50,1,2,1,1,1,2013,2,8,7,5,219,23894,2,1,2,1,1,1,0
489821,79596,1,2,2,1,1,1,1,219,2,30,1,5,3,4,4,2013,6,25,6,5,219,13870,1,2,2,1,1,0,0
344539,90920,1,4,4,4,4,1,4,219,3,35,1,5,4,4,5,2013,3,10,8,5,219,9899,4,3,2,1,1,1,0
438320,113979,0,2,1,2,1,0,3,219,3,45,1,5,3,3,5,2012,12,51,8,5,219,26615,3,2,2,1,1,0,0
545998,2906,0,4,5,4,2,0,4,219,3,40,1,5,4,4,5,2013,3,9,7,14,100,13870,4,5,2,2,1,0,0
522088,113349,1,3,4,4,3,0,4,219,4,40,1,5,3,3,5,2013,4,17,8,14,219,23246,1,4,1,1,1,0,1
652521,92766,0,1,2,1,1,1,1,219,3,35,1,5,3,4,5,2013,6,25,5,5,219,13216,2,1,2,3,1,0,0
291185,16087,0,2,3,2,2,0,2,219,3,45,1,5,2,2,5,2013,2,7,4,5,219,26086,1,3,2,1,1,1,0
206404,38576,1,3,4,4,3,0,1,55,4,45,1,5,3,3,5,2013,1,1,8,15,55,5577,1,3,2,1,1,0,0
271305,63963,0,1,2,2,1,0,2,219,3,45,1,5,3,3,5,2012,12,51,10,5,219,3390,1,1,1,1,1,0,0
7118,64962,1,2,3,4,3,0,2,219,3,40,1,5,4,4,5,2013,4,17,11,5,219,4335,1,2,2,1,1,1,1
120088,123546,0,1,1,1,3,0,3,219,3,40,1,4,3,3,4,2013,6,26,9,5,219,19283,1,3,1,1,1,0,0
560155,134633,0,3,2,2,1,0,2,219,2,30,1,5,2,3,4,2013,4,15,5,5,219,6443,2,1,2,1,1,1,1
153019,86277,0,2,3,3,3,0,2,219,4,45,1,5,3,3,5,2013,1,3,5,5,219,4171,3,3,1,1,1,0,1
158262,47782,0,2,2,2,1,0,3,219,2,40,1,5,3,3,5,2013,2,6,7,5,219,5665,1,1,1,1,1,1,0
50938,119349,1,2,4,3,4,0,1,219,4,40,1,5,4,5,5,2012,11,45,12,5,85,6476,4,3,2,1,1,0,0
162303,24041,1,5,5,5,4,0,1,219,4,45,1,5,4,5,5,2013,5,20,2,14,117,9402,1,3,2,1,2,1,0
486587,57170,0,5,5,4,4,0,3,219,4,45,1,5,4,4,5,2013,3,13,6,5,219,9402,1,2,1,1,1,0,0
563213,27192,0,2,3,1,2,1,1,219,3,45,1,5,4,4,5,2013,6,23,12,15,55,24674,1,4,2,1,1,1,0
329779,128090,0,4,3,5,3,1,5,219,3,40,1,5,4,4,5,2012,11,47,5,5,219,9402,3,3,1,1,1,0,0
257935,126013,0,4,3,2,1,1,2,219,3,25,0,5,2,3,5,2013,5,21,11,5,219,7473,2,3,4,2,1,1,0
162823,98719,1,4,3,5,4,0,2,219,4,40,1,5,5,5,5,2013,4,14,6,5,219,9899,1,1,2,4,1,1,0
72947,21386,0,4,5,2,1,1,3,219,2,35,0,3,2,2,3,2012,11,45,5,5,219,10424,1,1,1,1,1,1,0
259298,140254,0,3,3,2,1,0,3,219,2,25,0,5,2,3,5,2012,11,46,4,5,219,17707,1,1,4,1,1,1,1
378117,134154,1,4,4,2,1,1,4,219,3,35,1,5,3,4,5,2013,5,19,5,5,219,8192,3,5,1,1,1,1,0
142734,106177,0,4,1,3,2,0,1,219,3,40,1,3,2,1,2,2013,3,10,10,5,219,3884,2,3,2,3,1,1,0
294608,70058,0,4,3,3,1,1,5,219,3,30,0,5,3,4,5,2013,4,14,8,5,219,7473,3,4,4,1,1,1,0
143591,77089,1,4,5,3,1,1,4,219,3,35,1,5,3,4,5,2013,5,19,6,5,219,8192,1,4,4,4,2,0,0
332821,29604,0,3,5,1,3,1,1,219,4,35,1,5,3,4,5,2013,6,26,5,5,219,25964,1,4,1,1,1,0,0
234935,122911,1,1,2,2,1,0,4,219,2,30,1,5,2,2,4,2013,2,7,10,5,219,7516,4,2,1,1,1,0,0
431329,5827,0,1,2,3,2,0,3,100,3,45,1,4,3,3,4,2013,2,7,8,14,100,19215,5,4,1,1,1,0,0
248860,122972,0,2,2,3,2,0,4,219,3,40,0,5,4,4,5,2012,12,50,8,5,219,23666,3,3,2,1,1,1,0
236011,86622,0,3,2,3,2,1,1,219,4,45,1,5,3,3,5,2013,1,5,1,5,219,8347,4,2,2,1,1,0,0
352404,68893,0,3,2,4,2,0,3,219,3,40,0,5,3,2,5,2013,1,2,11,5,219,22851,3,2,4,1,2,0,0
491593,52119,0,3,4,2,1,0,2,219,2,35,1,5,2,2,4,2013,1,4,12,5,219,21382,1,2,2,1,1,0,0
145767,117926,0,4,4,4,4,0,1,219,3,45,1,5,3,4,5,2013,1,4,6,15,55,13202,3,2,1,1,1,0,0
273260,45461,0,1,1,1,2,0,3,219,3,40,1,5,3,3,4,2013,6,24,9,5,219,18908,4,5,4,3,2,0,0
175940,49877,0,2,3,2,1,0,2,219,2,25,0,3,2,2,3,2013,5,18,8,5,219,15571,1,2,1,1,1,0,0
417553,73058,1,5,5,5,4,0,1,219,4,45,1,5,4,4,4,2012,12,51,8,15,55,17012,2,4,2,1,1,0,0
120088,9342,1,1,5,1,3,0,3,219,3,45,1,5,4,4,5,2013,6,26,9,5,219,19283,1,3,1,1,1,0,0
575022,20274,0,5,3,4,3,0,4,219,4,45,1,5,4,4,5,2013,2,8,10,5,219,9402,2,2,2,1,1,1,0
495438,39039,0,2,4,2,2,0,1,219,3,45,1,5,2,2,5,2013,5,21,5,5,216,15846,3,4,2,1,1,1,0
444251,75205,0,5,5,5,3,0,2,219,4,45,0,5,4,5,5,2013,1,3,8,5,219,17012,2,1,2,1,1,0,0
409647,76087,1,5,3,3,1,0,2,100,3,35,0,5,4,4,5,2013,1,2,11,14,100,6792,1,1,1,1,1,1,0
247407,107785,1,4,1,5,4,0,3,219,4,45,1,5,4,4,5,2013,3,11,11,5,219,23409,1,3,2,1,1,1,0
350014,65606,0,3,4,4,4,0,3,219,4,40,1,5,3,4,5,2012,11,48,7,5,219,23246,1,2,2,1,1,0,0
582663,35679,0,5,4,5,4,1,1,219,4,45,1,5,4,5,5,2012,11,45,6,11,103,9402,3,4,2,1,1,1,0
384066,41366,0,5,5,4,2,0,3,219,3,45,1,5,4,4,5,2012,12,50,7,5,219,4045,3,2,2,1,1,0,1
558329,121674,1,1,2,2,1,1,4,219,3,40,1,5,3,3,5,2012,11,47,4,5,219,16570,4,1,2,1,1,0,0
206715,7127,1,4,5,1,1,0,2,100,3,40,1,3,1,1,1,2013,6,24,4,14,100,6948,1,1,1,1,1,0,1
470704,43657,0,4,4,1,2,1,1,219,4,40,1,5,3,3,5,2013,6,26,10,5,219,26067,1,2,2,3,1,0,0
175312,99894,1,4,4,5,4,0,5,219,4,45,1,5,4,5,5,2013,3,13,11,5,219,20319,4,4,2,1,1,0,0
392794,131723,0,3,2,4,3,0,5,219,3,45,1,5,3,3,5,2013,5,19,6,5,219,25479,1,3,2,1,1,1,0
318799,115796,0,2,3,4,2,0,4,219,3,35,1,5,2,2,5,2013,2,9,7,5,219,25479,1,5,2,3,1,1,0
175346,13483,1,4,3,4,2,1,3,219,3,40,1,5,4,3,5,2013,2,8,7,5,219,23904,4,4,2,1,1,0,0
373097,101520,0,4,4,4,3,1,2,100,4,40,1,5,4,4,5,2012,11,48,6,14,100,21871,1,3,2,1,1,1,0
608498,33067,0,4,4,3,3,0,3,219,3,45,1,5,4,4,5,2012,12,49,12,5,219,13870,4,3,2,3,1,1,0
600604,133927,0,2,1,1,2,0,2,219,3,40,1,4,2,3,4,2013,6,26,12,5,219,27012,1,2,2,2,1,0,0
181425,126818,0,4,2,3,2,1,2,219,3,35,0,5,3,3,5,2013,5,22,12,5,219,25335,2,2,2,1,1,1,0
212989,3776,0,3,3,2,1,1,2,219,2,30,1,5,2,3,5,2012,12,49,9,5,219,26458,1,3,1,2,1,1,0
655991,93477,0,2,2,1,3,0,5,219,3,45,1,5,3,3,4,2013,6,25,10,5,219,27620,1,2,1,4,1,0,0
410979,126013,0,4,4,2,1,1,4,219,3,25,0,5,2,3,5,2013,2,7,9,5,219,14081,4,3,2,1,1,1,0
624609,64710,0,4,5,1,1,0,1,219,2,35,1,4,2,2,4,2013,6,24,4,5,81,8081,3,4,3,1,1,0,0
309004,734,0,2,2,3,1,0,1,219,3,40,1,4,2,2,3,2013,1,4,9,5,219,2518,1,1,1,1,1,0,0
269833,33804,0,2,2,2,1,0,3,219,2,35,1,4,2,2,4,2012,12,48,8,5,219,10948,4,3,2,1,1,0,1
437895,47287,0,2,1,3,3,0,3,219,3,45,1,4,3,4,4,2013,1,3,12,5,219,23313,1,3,2,1,1,0,0
99345,108795,0,1,2,3,3,0,4,219,3,30,1,5,3,3,5,2013,5,19,4,5,219,15041,1,1,1,1,1,0,0
378667,112484,1,2,1,3,2,0,4,219,3,40,1,5,2,2,5,2013,4,15,6,5,219,3612,1,2,2,1,1,1,0
158012,40441,0,3,2,5,2,0,5,219,4,40,1,5,4,5,5,2013,1,2,9,5,219,15307,3,2,2,2,1,1,0
641192,51821,1,3,4,1,4,0,4,219,4,45,1,5,4,4,5,2013,6,23,9,5,219,11230,1,2,2,1,1,0,0
397693,105762,0,1,2,2,1,0,1,219,2,25,1,5,2,2,5,2013,5,18,9,15,55,3073,4,5,2,1,1,1,1
340532,15608,1,2,4,1,3,0,1,219,3,45,0,5,3,4,5,2013,6,24,10,12,99,7384,2,5,4,1,2,0,0
267030,98770,0,4,4,4,4,0,2,219,4,45,1,5,4,4,5,2012,11,45,11,5,219,13539,1,2,2,1,1,1,1
586119,35646,0,2,1,2,2,0,2,219,2,35,1,5,4,4,5,2012,11,45,8,5,219,344,2,3,2,1,1,1,0
242047,372,0,2,2,4,3,0,2,100,4,50,0,5,4,4,5,2012,11,45,12,14,100,6792,2,2,2,1,1,1,0
191486,54705,0,4,2,2,1,1,5,219,2,30,0,5,4,5,4,2013,1,3,11,18,129,18547,1,4,2,3,1,0,0
111918,109138,0,4,3,4,1,0,1,219,3,45,0,1,1,1,1,2013,5,19,11,5,23,25479,5,3,2,2,1,0,0
112804,19167,0,3,2,2,1,0,3,100,2,30,1,5,3,4,5,2013,3,12,5,5,219,19215,2,5,2,1,1,1,0
319430,134417,0,4,4,1,4,0,4,219,4,40,0,5,4,4,5,2013,6,24,7,5,219,13539,1,3,1,2,1,1,0
167182,78019,0,3,2,2,1,1,1,219,2,40,1,5,2,2,5,2013,1,4,10,5,219,15764,1,2,1,1,1,1,0
